X,Y,Z
0.9558128,0.1998084,-0.09186664
0.8117013,0.5495011,-0.03361874
0.9558126,0.1998089,-0.09186728
0.8117005,0.5495022,-0.03361859
0.9558124,0.1998098,-0.09186681
0.8117005,0.5495021,-0.03361855
0.9558124,0.1998104,-0.09186706
0.8116999,0.5495027,-0.0336183
0.9558125,0.1998111,-0.09186651
0.8116994,0.5495039,-0.03361823
0.955812,0.1998125,-0.09186663
0.8083196,0.5533571,-0.04992875
0.9525998,0.2047745,-0.1120859
0.8018736,0.5584568,-0.08028986
0.9462969,0.2112103,-0.1443726
-0.5440198,-0.8155352,-0.02974713
-0.5807408,-0.3278981,-0.3063203
-0.4022844,-0.5052573,-0.3485647
-0.8117044,-0.5494964,0.03361953
-0.5440194,-0.8155355,-0.02974734
-0.8117039,-0.5494974,0.03361936
-0.5440179,-0.8155364,-0.02974775
-0.8117028,-0.5494984,0.03361906
-0.544018,-0.8155361,-0.0297475
-0.811703,-0.5494989,0.03361924
-0.5440174,-0.815537,-0.02974779
-0.8117019,-0.5495,0.03361864
-0.5440165,-0.8155376,-0.0297479
-0.8117014,-0.5495011,0.03361872
-0.5440159,-0.8155378,-0.02974806
-0.8117014,-0.5495011,0.0336187
-0.5440154,-0.8155382,-0.02974804
-0.8117008,-0.5495017,0.03361847
-0.5440145,-0.8155389,-0.02974848
-0.8117004,-0.5495023,0.03361826
-0.5440139,-0.8155392,-0.02974848
-0.8116996,-0.5495036,0.03361811
-0.5440136,-0.8155394,-0.02974861
-0.8116999,-0.5495032,0.03361816
-0.5440127,-0.8155401,-0.02974868
-0.8116992,-0.5495042,0.03361801
-0.5402029,-0.8186477,-0.01220177
-0.8077913,-0.5538322,0.05250937
-0.5862613,-0.7880156,0.03321046
-0.8008816,-0.5591584,0.08423873
0.544021,0.8155345,0.02974701
0.5015319,0.4047637,-0.3511463
0.3230761,0.5821225,-0.308902
0.8117047,0.5494963,-0.03361943
0.5440191,0.8155358,0.02974721
0.8117033,0.5494981,-0.03361944
0.5440184,0.8155361,0.02974737
0.811703,0.5494985,-0.03361912
0.5440178,0.8155365,0.02974769
0.8117028,0.5494989,-0.03361888
0.544017,0.8155369,0.02974759
0.8117025,0.5494995,-0.03361914
0.544016,0.8155377,0.02974777
0.8117018,0.5495001,-0.03361905
0.5440158,0.8155375,0.02974775
0.8117021,0.5495003,-0.03361874
0.5440146,0.8155385,0.02974822
0.8117013,0.5495011,-0.03361874
0.5440137,0.815539,0.02974826
0.8117005,0.5495022,-0.03361859
0.544013,0.8155394,0.02974848
0.8117005,0.5495021,-0.03361855
0.5440124,0.8155399,0.02974848
0.8116999,0.5495027,-0.0336183
0.5440115,0.8155404,0.02974878
0.8116994,0.5495039,-0.03361823
0.5413976,0.817722,0.01867579
0.8083196,0.5533571,-0.04992875
0.5881781,0.7869319,-0.02489535
0.8018735,0.5584568,-0.08028986
-0.1935135,-0.9574161,-0.08858499
-0.4022844,-0.5052573,-0.3485647
-0.1686135,-0.5998445,-0.38779
-0.5440198,-0.8155352,-0.02974713
-0.1935114,-0.9574162,-0.08858543
-0.5440194,-0.8155355,-0.02974734
-0.1935102,-0.9574164,-0.08858565
-0.5440179,-0.8155364,-0.02974775
-0.1935091,-0.9574164,-0.08858573
-0.544018,-0.8155361,-0.0297475
-0.1935086,-0.9574163,-0.0885858
-0.5440174,-0.815537,-0.02974779
-0.1935073,-0.9574167,-0.08858598
-0.5440165,-0.8155376,-0.0297479
-0.193506,-0.9574168,-0.0885862
-0.5440159,-0.8155378,-0.02974806
-0.1935052,-0.9574168,-0.08858621
-0.5440154,-0.8155382,-0.02974804
-0.1935037,-0.9574171,-0.08858645
-0.5440145,-0.8155389,-0.02974848
-0.1935029,-0.9574171,-0.08858664
-0.5440139,-0.8155392,-0.02974848
-0.1935018,-0.9574173,-0.08858682
-0.5440136,-0.8155394,-0.02974861
-0.1935005,-0.9574174,-0.08858693
-0.5440127,-0.8155401,-0.02974868
-0.1911929,-0.9589961,-0.07687476
-0.5402029,-0.8186477,-0.01220177
-0.1854118,-0.9622471,-0.04587886
-0.5862613,-0.7880156,0.03321046
-0.180464,-0.9641077,-0.02068189
-0.5747249,-0.7935999,0.08111679
-0.1770617,-0.9649503,-0.002959115
-0.5104676,-0.8312935,0.1105238
-0.175524,-0.9652027,0.006496543
-0.5058678,-0.832112,0.1262407
-0.1760234,-0.9651175,0.007253006
-0.5053797,-0.8323389,0.1277671
-0.1785637,-0.9647133,-0.0007517878
-0.5090655,-0.8320282,0.1150571
-0.1829785,-0.9637698,-0.01720525
-0.5164586,-0.8307269,0.08851938
-0.1889384,-0.9618743,-0.04141531
-0.5266103,-0.8275668,0.04910711
-0.1958826,-0.9585389,-0.07225879
-0.5852953,-0.7901739,0.03034806
-0.2022962,-0.9538583,-0.1055117
-0.5968353,-0.7815253,-0.02612085
-0.2016965,-0.9542575,-0.09642932
-0.6047078,-0.7721531,-0.07323099
-0.1315613,-0.9707046,-0.05418361
-0.6073853,-0.7644438,-0.1053304
-0.1226626,-0.9721096,0.01050434
-0.5515887,-0.7967407,-0.1221619
-0.1823689,-0.9568624,0.04350231
-0.5483112,-0.7963306,-0.1248113
-0.1813378,-0.9559177,0.06021237
-0.5459691,-0.797545,-0.1219423
-0.1840399,-0.9560521,0.06287199
-0.5452412,-0.8000851,-0.1137401
-0.1905785,-0.9571631,0.05228812
-0.5461814,-0.8036778,-0.09958681
-0.2006111,-0.9584601,0.02932765
-0.5481828,-0.8080219,-0.07806219
-0.1456687,-0.9712303,0.02439404
-0.6018723,-0.7737027,-0.07547263
-0.1614395,-0.9696533,-0.03442592
-0.6014882,-0.7793962,-0.040276
-0.1842201,-0.961631,-0.1038032
-0.5582487,-0.8103711,-0.03476171
-0.2750409,-0.9250773,-0.1840464
-0.5749907,-0.7887765,-0.1071285
0.1935142,0.9574158,0.08858483
0.3230761,0.5821225,-0.308902
0.08940491,0.6767099,-0.2696768
0.544021,0.8155345,0.02974701
0.1935124,0.9574161,0.08858532
0.5440191,0.8155358,0.02974721
0.1935116,0.9574163,0.08858529
0.5440184,0.8155361,0.02974737
0.1935104,0.9574165,0.08858556
0.5440178,0.8155365,0.02974769
0.1935095,0.9574168,0.08858567
0.544017,0.8155369,0.02974759
0.1935088,0.9574169,0.08858585
0.544016,0.8155377,0.02974777
0.1935078,0.9574172,0.08858601
0.5440158,0.8155375,0.02974775
0.1935071,0.9574173,0.08858605
0.5440146,0.8155385,0.02974822
0.193506,0.9574174,0.08858621
0.5440137,0.815539,0.02974826
0.1935052,0.9574177,0.08858639
0.544013,0.8155394,0.02974848
0.1935044,0.9574178,0.08858633
0.5440124,0.8155399,0.02974848
0.1935034,0.9574181,0.08858661
0.5440115,0.8155404,0.02974878
0.1921777,0.9582817,0.08278134
0.5413976,0.817722,0.01867579
0.1870234,0.9614643,0.0541446
0.5881781,0.7869319,-0.02489535
0.1820709,0.9635712,0.028658
0.5773926,0.7925271,-0.07135009
0.1785973,0.9645941,0.01046073
0.5136724,0.8305036,-0.09996483
0.1769223,0.9649531,0.0003699921
0.5093447,0.8313749,-0.1155157
0.1772188,0.9649076,-0.001166068
0.5089827,0.8315291,-0.1170487
