X,Y,Z
-1.461981,-0.03126735,-3.165441
-1.477268,-0.002010047,-3.189752
-1.461773,-0.02745688,-3.163692
-1.475861,-0.0004931986,-3.186097
-1.461916,-0.02339474,-3.162644
-1.474264,0.0002391264,-3.182282
-1.462405,-0.01923704,-3.162337
-1.472539,0.0001587719,-3.178454
-1.463221,-0.01514355,-3.162783
-1.470751,-0.0007311627,-3.174759
-1.464333,-0.01127158,-3.163964
-1.46897,-0.002396479,-3.171339
-1.465698,-0.007769946,-3.165836
-1.467264,-0.004773185,-3.168326
-1.464268,-0.01960278,-3.166625
-1.464906,-0.01640527,-3.166973
-1.465775,-0.0133808,-3.167896
-1.466841,-0.0106456,-3.169358
-1.468064,-0.008304764,-3.171303
-1.469397,-0.006448273,-3.173656
-1.463886,-0.02285044,-3.166865
-1.470788,-0.005147465,-3.176328
-1.463775,-0.02602346,-3.167684
-1.472184,-0.004452311,-3.179214
-1.463937,-0.02899989,-3.16905
-1.473532,-0.004389554,-3.182204
-1.464369,-0.03166536,-3.170911
-1.474779,-0.00496158,-3.185184
-1.465051,-0.03391743,-3.173195
-1.475878,-0.006146424,-3.188039
-1.46596,-0.03566955,-3.175815
-1.476786,-0.00789855,-3.190659
-1.467059,-0.03685439,-3.178669
-1.477469,-0.01015062,-3.192943
-1.468306,-0.03742642,-3.181649
-1.4779,-0.01281608,-3.194804
-1.469654,-0.03736366,-3.18464
-1.478063,-0.01579251,-3.19617
-1.47105,-0.03666851,-3.187526
-1.477951,-0.01896553,-3.196989
-1.472441,-0.0353677,-3.190197
-1.477569,-0.0222132,-3.197229
-1.473774,-0.03351121,-3.192551
-1.476932,-0.02541071,-3.196881
-1.474997,-0.03117038,-3.194496
-1.476063,-0.02843518,-3.195958
-1.472015,-0.0313159,-3.18788
-1.472974,-0.02997962,-3.189574
-1.473854,-0.02829473,-3.190974
-1.474622,-0.02632596,-3.192026
-1.475247,-0.02414899,-3.192691
-1.475706,-0.02184746,-3.192941
-1.471013,-0.03225221,-3.185957
-1.475981,-0.01950983,-3.192769
-1.470008,-0.03275257,-3.18388
-1.476061,-0.01722594,-3.192179
-1.469038,-0.03279774,-3.181727
-1.475944,-0.01508353,-3.191196
-1.46814,-0.032386,-3.179582
-1.475634,-0.01316497,-3.189857
-1.467349,-0.03153317,-3.177527
-1.475142,-0.01154396,-3.188212
-1.466696,-0.03027201,-3.175642
-1.474488,-0.01028281,-3.186327
-1.466204,-0.02865101,-3.173997
-1.473697,-0.009429973,-3.184272
-1.465894,-0.02673244,-3.172658
-1.4728,-0.009018231,-3.182127
-1.465777,-0.02459004,-3.171675
-1.47183,-0.0090634,-3.179974
-1.465857,-0.02230614,-3.171085
-1.470825,-0.009563763,-3.177897
-1.466132,-0.01996851,-3.170913
-1.469823,-0.01050007,-3.175974
-1.466591,-0.01766699,-3.171163
-1.468864,-0.01183635,-3.17428
-1.467216,-0.01549001,-3.171828
-1.467984,-0.01352125,-3.17288
-1.467828,-0.02176184,-3.175306
-1.467996,-0.02033425,-3.175201
-1.470919,-0.02090799,-3.181927
-1.467778,-0.02315662,-3.175666
-1.468276,-0.01892871,-3.175354
-1.46785,-0.02446498,-3.176266
-1.468658,-0.01759923,-3.175759
-1.46804,-0.02563665,-3.177084
-1.469126,-0.0163969,-3.176402
-1.46834,-0.02662661,-3.178088
-1.469664,-0.01536794,-3.177257
-1.468739,-0.02739679,-3.17924
-1.47025,-0.01455187,-3.178292
-1.469222,-0.02791762,-3.180495
-1.470861,-0.01398006,-3.179466
-1.46977,-0.02816907,-3.181805
-1.471475,-0.01367449,-3.180734
-1.470363,-0.02814148,-3.18312
-1.472067,-0.01364691,-3.182049
-1.470976,-0.02783591,-3.184388
-1.472616,-0.01389835,-3.183359
-1.471588,-0.02726411,-3.185562
-1.473099,-0.01441918,-3.184614
-1.472174,-0.02644804,-3.186597
-1.473498,-0.01518937,-3.185766
-1.472711,-0.02541908,-3.187452
-1.473798,-0.01617932,-3.186769
-1.47318,-0.02421675,-3.188095
-1.473988,-0.01735099,-3.187587
-1.473562,-0.02288727,-3.1885
-1.474059,-0.01865936,-3.188188
-1.473842,-0.02148173,-3.188653
